what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.8.0_191-b12",1636223105705
java.specification.name,sysinfo,,,"Java Platform API Specification",1636223105705
java.specification.vendor,sysinfo,,,"Oracle Corporation",1636223105705
java.specification.version,sysinfo,,,"1.8",1636223105705
java.vendor,sysinfo,,,"Oracle Corporation",1636223105705
java.version,sysinfo,,,"1.8.0_191",1636223105705
java.vm.info,sysinfo,,,"mixed mode",1636223105705
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1636223105705
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1636223105705
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1636223105705
java.vm.specification.version,sysinfo,,,"1.8",1636223105705
java.vm.vendor,sysinfo,,,"Oracle Corporation",1636223105705
java.vm.version,sysinfo,,,"25.191-b12",1636223105705
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636223177892
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636223512359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636223560994
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228133349
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228275009
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228275029
opened,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228275160
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1636228275160
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.newWindow",1636228275186
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228275203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228275226
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228279964
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228280486
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1636228280913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228285369
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228287778
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228289375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228291247
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1636228291550
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1636228293769
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1636228294904
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1636228294927
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1636228294981
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1636228295059
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1636228295134
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1636228295166
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1636228295170
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1636228295209
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1636228295297
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1636228295336
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1636228295357
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1636228295359
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1636228295369
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1636228295375
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1636228342100
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1636228342103
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1636228342104
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1636228342106
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1636228342107
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1636228342109
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1636228342111
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1636228342112
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1636228342113
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1636228342114
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1636228342115
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1636228342116
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1636228342116
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1636228342180
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1636228342182
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1636228342184
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1636228342186
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1636228342187
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1636228342189
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1636228342190
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1636228342191
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1636228342193
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1636228342194
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1636228342196
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1636228342203
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1636228342204
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1636228342206
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1636228342208
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1636228342216
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1636228342218
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1636228342219
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1636228342220
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1636228342220
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1636228342236
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1636228342237
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1636228342238
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1636228342239
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1636228342240
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1636228342241
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1636228342242
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1636228342258
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1636228342286
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1636228342287
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1636228342288
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1636228342288
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1636228342288
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1636228342289
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1636228342289
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1636228342335
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1636228342336
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1636228342337
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1636228342339
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1636228342340
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1636228342340
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1636228342341
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1636228342352
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1636228342353
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1636228342374
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1636228342376
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1636228342377
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1636228342377
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1636228342405
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1636228342406
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1636228342407
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1636228342429
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1636228342430
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1636228342430
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1636228342496
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1636228342497
os,sysinfo,,,"win32",1636228342501
arch,sysinfo,,,"x86_64",1636228342502
ws,sysinfo,,,"win32",1636228342502
locale,sysinfo,,,"fr_FR",1636228342502
processors,sysinfo,,,"4",1636228342502
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1636228342502
java.runtime.version,sysinfo,,,"1.8.0_191-b12",1636228342502
java.specification.name,sysinfo,,,"Java Platform API Specification",1636228342502
java.specification.vendor,sysinfo,,,"Oracle Corporation",1636228342502
java.specification.version,sysinfo,,,"1.8",1636228342502
