what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637267781951
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1637267895942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1637267899884
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1637267911668
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637267948715
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637267950243
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637267974291
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637267974373
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637268085439
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637268104240
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637268113571
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637268134628
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1637268134640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637268135657
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637268151242
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637268155420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637268158902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637268212501
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637268224781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637268226420
