what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637179669786
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637179671835
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637179697190
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637179700019
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637179717838
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637179719754
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180091147
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180093390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180097557
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180098545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180099630
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180112669
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180114620
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180117069
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180119225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180123428
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180131507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180133846
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180180872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180185430
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180197418
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180199386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180203432
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180204032
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180233622
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180235916
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180280346
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180282991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180380681
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1637180384626
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180384825
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180384883
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1637180387292
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1637180387630
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180389811
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1637180392071
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180396206
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180398907
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180398993
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1637180399000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180405453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1637180443566
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180451160
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180451310
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180451370
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180465619
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180480798
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180489672
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1637180496745
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180496950
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180497010
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180501177
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180632428
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180634744
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180635898
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180637520
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180658062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180660460
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180663611
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180667697
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180743009
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180744050
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180821137
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180821364
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1637180829772
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180832045
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1637180833433
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1637180846526
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180848580
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180852841
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180859213
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180866427
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180866657
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180872819
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180923164
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180923392
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180929178
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637180935112
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637180937400
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181061510
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181063315
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181069575
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181149748
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1637181154386
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181154522
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181168786
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181182053
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181196857
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181212763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181320665
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1637181325498
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181332261
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181333970
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181335279
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181339914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181342170
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181346938
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1637181348426
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181356163
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181356234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181358003
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181385846
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181387614
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181391143
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181394987
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1637181407956
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181409594
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181419208
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181421058
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181423118
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181424583
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181424710
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181426103
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181429404
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181431742
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181433147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181436207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181446932
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1637181451001
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1637181456406
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181456598
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181459105
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181463607
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181467612
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1637181474762
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181478267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181479998
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181480119
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1637181486284
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1637181488046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181493421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181495115
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181495191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181496201
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181500541
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181708369
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1637181713361
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181721630
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181722853
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181722996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181723956
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1637181725541
