what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1639408148406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639408154600
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639408700454
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639408731576
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639408731779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639408732216
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639408961587
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639409100104
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410439674
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410457422
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410458362
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410459389
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410472993
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410483763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410573719
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1639410575953
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1639410576584
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410587616
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410590376
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410591079
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410613077
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410628904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410662595
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1639410662601
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1639410665230
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1639410665870
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410670159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410670691
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1639410679810
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1639410680318
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410685310
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410803300
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1639410804741
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1639410812746
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1639410813061
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410825906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410864869
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410922667
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1639410948723
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1639410950353
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1639410950377
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1639410953599
